instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
11282690,44073,NIFTY2321617400CE,NIFTY,0.0,2023-02-16,17400.0,0.05,50,CE,NFO-OPT,NFO
11282946,44074,NIFTY2321617400PE,NIFTY,0.0,2023-02-16,17400.0,0.05,50,PE,NFO-OPT,NFO
11283202,44075,NIFTY2321617450CE,NIFTY,0.0,2023-02-16,17450.0,0.05,50,CE,NFO-OPT,NFO
11283970,44078,NIFTY2321617450PE,NIFTY,0.0,2023-02-16,17450.0,0.05,50,PE,NFO-OPT,NFO
11284226,44079,NIFTY2321617500CE,NIFTY,0.0,2023-02-16,17500.0,0.05,50,CE,NFO-OPT,NFO
11284482,44080,NIFTY2321617500PE,NIFTY,0.0,2023-02-16,17500.0,0.05,50,PE,NFO-OPT,NFO
11284738,44081,NIFTY2321617550CE,NIFTY,0.0,2023-02-16,17550.0,0.05,50,CE,NFO-OPT,NFO
11284994,44082,NIFTY2321617550PE,NIFTY,0.0,2023-02-16,17550.0,0.05,50,PE,NFO-OPT,NFO
11285250,44083,NIFTY2321617600CE,NIFTY,0.0,2023-02-16,17600.0,0.05,50,CE,NFO-OPT,NFO
11285506,44084,NIFTY2321617600PE,NIFTY,0.0,2023-02-16,17600.0,0.05,50,PE,NFO-OPT,NFO
11285762,44085,NIFTY2321617650CE,NIFTY,0.0,2023-02-16,17650.0,0.05,50,CE,NFO-OPT,NFO
11286018,44086,NIFTY2321617650PE,NIFTY,0.0,2023-02-16,17650.0,0.05,50,PE,NFO-OPT,NFO
11286274,44087,NIFTY2321617700CE,NIFTY,0.0,2023-02-16,17700.0,0.05,50,CE,NFO-OPT,NFO
11286530,44088,NIFTY2321617700PE,NIFTY,0.0,2023-02-16,17700.0,0.05,50,PE,NFO-OPT,NFO
11286786,44089,NIFTY2321617750CE,NIFTY,0.0,2023-02-16,17750.0,0.05,50,CE,NFO-OPT,NFO
11287042,44090,NIFTY2321617750PE,NIFTY,0.0,2023-02-16,17750.0,0.05,50,PE,NFO-OPT,NFO
11287298,44091,NIFTY2321617800CE,NIFTY,0.0,2023-02-16,17800.0,0.05,50,CE,NFO-OPT,NFO
11287554,44092,NIFTY2321617800PE,NIFTY,0.0,2023-02-16,17800.0,0.05,50,PE,NFO-OPT,NFO
11288322,44095,NIFTY2321617850CE,NIFTY,0.0,2023-02-16,17850.0,0.05,50,CE,NFO-OPT,NFO
11289090,44098,NIFTY2321617850PE,NIFTY,0.0,2023-02-16,17850.0,0.05,50,PE,NFO-OPT,NFO
11289346,44099,NIFTY2321617900CE,NIFTY,0.0,2023-02-16,17900.0,0.05,50,CE,NFO-OPT,NFO
11289602,44100,NIFTY2321617900PE,NIFTY,0.0,2023-02-16,17900.0,0.05,50,PE,NFO-OPT,NFO
11289858,44101,NIFTY2321617950CE,NIFTY,0.0,2023-02-16,17950.0,0.05,50,CE,NFO-OPT,NFO
11290114,44102,NIFTY2321617950PE,NIFTY,0.0,2023-02-16,17950.0,0.05,50,PE,NFO-OPT,NFO
11290370,44103,NIFTY2321618000CE,NIFTY,0.0,2023-02-16,18000.0,0.05,50,CE,NFO-OPT,NFO
11290626,44104,NIFTY2321618000PE,NIFTY,0.0,2023-02-16,18000.0,0.05,50,PE,NFO-OPT,NFO
11290882,44105,NIFTY2321618050CE,NIFTY,0.0,2023-02-16,18050.0,0.05,50,CE,NFO-OPT,NFO
11291138,44106,NIFTY2321618050PE,NIFTY,0.0,2023-02-16,18050.0,0.05,50,PE,NFO-OPT,NFO
11291394,44107,NIFTY2321618100CE,NIFTY,0.0,2023-02-16,18100.0,0.05,50,CE,NFO-OPT,NFO
11291650,44108,NIFTY2321618100PE,NIFTY,0.0,2023-02-16,18100.0,0.05,50,PE,NFO-OPT,NFO
11291906,44109,NIFTY2321618150CE,NIFTY,0.0,2023-02-16,18150.0,0.05,50,CE,NFO-OPT,NFO
11292162,44110,NIFTY2321618150PE,NIFTY,0.0,2023-02-16,18150.0,0.05,50,PE,NFO-OPT,NFO
11292418,44111,NIFTY2321618200CE,NIFTY,0.0,2023-02-16,18200.0,0.05,50,CE,NFO-OPT,NFO
11293186,44114,NIFTY2321618200PE,NIFTY,0.0,2023-02-16,18200.0,0.05,50,PE,NFO-OPT,NFO
11293442,44115,NIFTY2321618250CE,NIFTY,0.0,2023-02-16,18250.0,0.05,50,CE,NFO-OPT,NFO
11293698,44116,NIFTY2321618250PE,NIFTY,0.0,2023-02-16,18250.0,0.05,50,PE,NFO-OPT,NFO
11293954,44117,NIFTY2321618300CE,NIFTY,0.0,2023-02-16,18300.0,0.05,50,CE,NFO-OPT,NFO
11294210,44118,NIFTY2321618300PE,NIFTY,0.0,2023-02-16,18300.0,0.05,50,PE,NFO-OPT,NFO
11294466,44119,NIFTY2321618350CE,NIFTY,0.0,2023-02-16,18350.0,0.05,50,CE,NFO-OPT,NFO
11294978,44121,NIFTY2321618350PE,NIFTY,0.0,2023-02-16,18350.0,0.05,50,PE,NFO-OPT,NFO
11295234,44122,NIFTY2321618400CE,NIFTY,0.0,2023-02-16,18400.0,0.05,50,CE,NFO-OPT,NFO
11295490,44123,NIFTY2321618400PE,NIFTY,0.0,2023-02-16,18400.0,0.05,50,PE,NFO-OPT,NFO
11296002,44125,NIFTY2321618450CE,NIFTY,0.0,2023-02-16,18450.0,0.05,50,CE,NFO-OPT,NFO
11296258,44126,NIFTY2321618450PE,NIFTY,0.0,2023-02-16,18450.0,0.05,50,PE,NFO-OPT,NFO
11296514,44127,NIFTY2321618500CE,NIFTY,0.0,2023-02-16,18500.0,0.05,50,CE,NFO-OPT,NFO
11296770,44128,NIFTY2321618500PE,NIFTY,0.0,2023-02-16,18500.0,0.05,50,PE,NFO-OPT,NFO
11297026,44129,NIFTY2321618550CE,NIFTY,0.0,2023-02-16,18550.0,0.05,50,CE,NFO-OPT,NFO
11297282,44130,NIFTY2321618550PE,NIFTY,0.0,2023-02-16,18550.0,0.05,50,PE,NFO-OPT,NFO
11297538,44131,NIFTY2321618600CE,NIFTY,0.0,2023-02-16,18600.0,0.05,50,CE,NFO-OPT,NFO
11297794,44132,NIFTY2321618600PE,NIFTY,0.0,2023-02-16,18600.0,0.05,50,PE,NFO-OPT,NFO
11298050,44133,NIFTY2321618650CE,NIFTY,0.0,2023-02-16,18650.0,0.05,50,CE,NFO-OPT,NFO
11298306,44134,NIFTY2321618650PE,NIFTY,0.0,2023-02-16,18650.0,0.05,50,PE,NFO-OPT,NFO
11298562,44135,NIFTY2321618700CE,NIFTY,0.0,2023-02-16,18700.0,0.05,50,CE,NFO-OPT,NFO
11298818,44136,NIFTY2321618700PE,NIFTY,0.0,2023-02-16,18700.0,0.05,50,PE,NFO-OPT,NFO
11299330,44138,NIFTY2321618750CE,NIFTY,0.0,2023-02-16,18750.0,0.05,50,CE,NFO-OPT,NFO
11301378,44146,NIFTY2321618750PE,NIFTY,0.0,2023-02-16,18750.0,0.05,50,PE,NFO-OPT,NFO
11301634,44147,NIFTY2321618800CE,NIFTY,0.0,2023-02-16,18800.0,0.05,50,CE,NFO-OPT,NFO
11301890,44148,NIFTY2321618800PE,NIFTY,0.0,2023-02-16,18800.0,0.05,50,PE,NFO-OPT,NFO
11302146,44149,NIFTY2321618850CE,NIFTY,0.0,2023-02-16,18850.0,0.05,50,CE,NFO-OPT,NFO
11302402,44150,NIFTY2321618850PE,NIFTY,0.0,2023-02-16,18850.0,0.05,50,PE,NFO-OPT,NFO
11302658,44151,NIFTY2321618900CE,NIFTY,0.0,2023-02-16,18900.0,0.05,50,CE,NFO-OPT,NFO
11302914,44152,NIFTY2321618900PE,NIFTY,0.0,2023-02-16,18900.0,0.05,50,PE,NFO-OPT,NFO
11303170,44153,NIFTY2321618950CE,NIFTY,0.0,2023-02-16,18950.0,0.05,50,CE,NFO-OPT,NFO
11303426,44154,NIFTY2321618950PE,NIFTY,0.0,2023-02-16,18950.0,0.05,50,PE,NFO-OPT,NFO
11303682,44155,NIFTY2321619000CE,NIFTY,0.0,2023-02-16,19000.0,0.05,50,CE,NFO-OPT,NFO
11303938,44156,NIFTY2321619000PE,NIFTY,0.0,2023-02-16,19000.0,0.05,50,PE,NFO-OPT,NFO
11304194,44157,NIFTY2321619050CE,NIFTY,0.0,2023-02-16,19050.0,0.05,50,CE,NFO-OPT,NFO
11304450,44158,NIFTY2321619050PE,NIFTY,0.0,2023-02-16,19050.0,0.05,50,PE,NFO-OPT,NFO
11304706,44159,NIFTY2321619100CE,NIFTY,0.0,2023-02-16,19100.0,0.05,50,CE,NFO-OPT,NFO
11304962,44160,NIFTY2321619100PE,NIFTY,0.0,2023-02-16,19100.0,0.05,50,PE,NFO-OPT,NFO
11305218,44161,NIFTY2321619150CE,NIFTY,0.0,2023-02-16,19150.0,0.05,50,CE,NFO-OPT,NFO
11305474,44162,NIFTY2321619150PE,NIFTY,0.0,2023-02-16,19150.0,0.05,50,PE,NFO-OPT,NFO
11305730,44163,NIFTY2321619200CE,NIFTY,0.0,2023-02-16,19200.0,0.05,50,CE,NFO-OPT,NFO
11305986,44164,NIFTY2321619200PE,NIFTY,0.0,2023-02-16,19200.0,0.05,50,PE,NFO-OPT,NFO
11306242,44165,NIFTY2321619250CE,NIFTY,0.0,2023-02-16,19250.0,0.05,50,CE,NFO-OPT,NFO
11306498,44166,NIFTY2321619250PE,NIFTY,0.0,2023-02-16,19250.0,0.05,50,PE,NFO-OPT,NFO
11306754,44167,NIFTY2321619300CE,NIFTY,0.0,2023-02-16,19300.0,0.05,50,CE,NFO-OPT,NFO
11307266,44169,NIFTY2321619300PE,NIFTY,0.0,2023-02-16,19300.0,0.05,50,PE,NFO-OPT,NFO
11307778,44171,NIFTY2321619350CE,NIFTY,0.0,2023-02-16,19350.0,0.05,50,CE,NFO-OPT,NFO
11310594,44182,NIFTY2321619350PE,NIFTY,0.0,2023-02-16,19350.0,0.05,50,PE,NFO-OPT,NFO
11310850,44183,NIFTY2321619400CE,NIFTY,0.0,2023-02-16,19400.0,0.05,50,CE,NFO-OPT,NFO
11311106,44184,NIFTY2321619400PE,NIFTY,0.0,2023-02-16,19400.0,0.05,50,PE,NFO-OPT,NFO
11311362,44185,NIFTY2321619450CE,NIFTY,0.0,2023-02-16,19450.0,0.05,50,CE,NFO-OPT,NFO
11311618,44186,NIFTY2321619450PE,NIFTY,0.0,2023-02-16,19450.0,0.05,50,PE,NFO-OPT,NFO
11311874,44187,NIFTY2321619500CE,NIFTY,0.0,2023-02-16,19500.0,0.05,50,CE,NFO-OPT,NFO
11312130,44188,NIFTY2321619500PE,NIFTY,0.0,2023-02-16,19500.0,0.05,50,PE,NFO-OPT,NFO
11312386,44189,NIFTY2321619550CE,NIFTY,0.0,2023-02-16,19550.0,0.05,50,CE,NFO-OPT,NFO
11312642,44190,NIFTY2321619550PE,NIFTY,0.0,2023-02-16,19550.0,0.05,50,PE,NFO-OPT,NFO
11313410,44193,NIFTY2321619600CE,NIFTY,0.0,2023-02-16,19600.0,0.05,50,CE,NFO-OPT,NFO
11314178,44196,NIFTY2321619600PE,NIFTY,0.0,2023-02-16,19600.0,0.05,50,PE,NFO-OPT,NFO
11314434,44197,NIFTY2321619650CE,NIFTY,0.0,2023-02-16,19650.0,0.05,50,CE,NFO-OPT,NFO
11314690,44198,NIFTY2321619650PE,NIFTY,0.0,2023-02-16,19650.0,0.05,50,PE,NFO-OPT,NFO
11134210,43493,BANKNIFTY2321635500CE,BANKNIFTY,0.0,2023-02-16,35500.0,0.05,25,CE,NFO-OPT,NFO
11136770,43503,BANKNIFTY2321635500PE,BANKNIFTY,0.0,2023-02-16,35500.0,0.05,25,PE,NFO-OPT,NFO
11137026,43504,BANKNIFTY2321636000CE,BANKNIFTY,0.0,2023-02-16,36000.0,0.05,25,CE,NFO-OPT,NFO
11137282,43505,BANKNIFTY2321636000PE,BANKNIFTY,0.0,2023-02-16,36000.0,0.05,25,PE,NFO-OPT,NFO
11138050,43508,BANKNIFTY2321636500CE,BANKNIFTY,0.0,2023-02-16,36500.0,0.05,25,CE,NFO-OPT,NFO
11138306,43509,BANKNIFTY2321636500PE,BANKNIFTY,0.0,2023-02-16,36500.0,0.05,25,PE,NFO-OPT,NFO
11138562,43510,BANKNIFTY2321637000CE,BANKNIFTY,0.0,2023-02-16,37000.0,0.05,25,CE,NFO-OPT,NFO
11140098,43516,BANKNIFTY2321637000PE,BANKNIFTY,0.0,2023-02-16,37000.0,0.05,25,PE,NFO-OPT,NFO
11140354,43517,BANKNIFTY2321637500CE,BANKNIFTY,0.0,2023-02-16,37500.0,0.05,25,CE,NFO-OPT,NFO
11140866,43519,BANKNIFTY2321637500PE,BANKNIFTY,0.0,2023-02-16,37500.0,0.05,25,PE,NFO-OPT,NFO
13602818,53136,BANKNIFTY2321637600CE,BANKNIFTY,0.0,2023-02-16,37600.0,0.05,25,CE,NFO-OPT,NFO
13603586,53139,BANKNIFTY2321637600PE,BANKNIFTY,0.0,2023-02-16,37600.0,0.05,25,PE,NFO-OPT,NFO
13603842,53140,BANKNIFTY2321637700CE,BANKNIFTY,0.0,2023-02-16,37700.0,0.05,25,CE,NFO-OPT,NFO
13604098,53141,BANKNIFTY2321637700PE,BANKNIFTY,0.0,2023-02-16,37700.0,0.05,25,PE,NFO-OPT,NFO
13604354,53142,BANKNIFTY2321637800CE,BANKNIFTY,0.0,2023-02-16,37800.0,0.05,25,CE,NFO-OPT,NFO
13604610,53143,BANKNIFTY2321637800PE,BANKNIFTY,0.0,2023-02-16,37800.0,0.05,25,PE,NFO-OPT,NFO
13604866,53144,BANKNIFTY2321637900CE,BANKNIFTY,0.0,2023-02-16,37900.0,0.05,25,CE,NFO-OPT,NFO
13605122,53145,BANKNIFTY2321637900PE,BANKNIFTY,0.0,2023-02-16,37900.0,0.05,25,PE,NFO-OPT,NFO
11141122,43520,BANKNIFTY2321638000CE,BANKNIFTY,0.0,2023-02-16,38000.0,0.05,25,CE,NFO-OPT,NFO
11144450,43533,BANKNIFTY2321638000PE,BANKNIFTY,0.0,2023-02-16,38000.0,0.05,25,PE,NFO-OPT,NFO
11144706,43534,BANKNIFTY2321638100CE,BANKNIFTY,0.0,2023-02-16,38100.0,0.05,25,CE,NFO-OPT,NFO
11147010,43543,BANKNIFTY2321638100PE,BANKNIFTY,0.0,2023-02-16,38100.0,0.05,25,PE,NFO-OPT,NFO
11147266,43544,BANKNIFTY2321638200CE,BANKNIFTY,0.0,2023-02-16,38200.0,0.05,25,CE,NFO-OPT,NFO
11147522,43545,BANKNIFTY2321638200PE,BANKNIFTY,0.0,2023-02-16,38200.0,0.05,25,PE,NFO-OPT,NFO
11147778,43546,BANKNIFTY2321638300CE,BANKNIFTY,0.0,2023-02-16,38300.0,0.05,25,CE,NFO-OPT,NFO
11148034,43547,BANKNIFTY2321638300PE,BANKNIFTY,0.0,2023-02-16,38300.0,0.05,25,PE,NFO-OPT,NFO
11148290,43548,BANKNIFTY2321638400CE,BANKNIFTY,0.0,2023-02-16,38400.0,0.05,25,CE,NFO-OPT,NFO
11148546,43549,BANKNIFTY2321638400PE,BANKNIFTY,0.0,2023-02-16,38400.0,0.05,25,PE,NFO-OPT,NFO
11148802,43550,BANKNIFTY2321638500CE,BANKNIFTY,0.0,2023-02-16,38500.0,0.05,25,CE,NFO-OPT,NFO
11149826,43554,BANKNIFTY2321638500PE,BANKNIFTY,0.0,2023-02-16,38500.0,0.05,25,PE,NFO-OPT,NFO
11150594,43557,BANKNIFTY2321638600CE,BANKNIFTY,0.0,2023-02-16,38600.0,0.05,25,CE,NFO-OPT,NFO
11150850,43558,BANKNIFTY2321638600PE,BANKNIFTY,0.0,2023-02-16,38600.0,0.05,25,PE,NFO-OPT,NFO
11151106,43559,BANKNIFTY2321638700CE,BANKNIFTY,0.0,2023-02-16,38700.0,0.05,25,CE,NFO-OPT,NFO
11151362,43560,BANKNIFTY2321638700PE,BANKNIFTY,0.0,2023-02-16,38700.0,0.05,25,PE,NFO-OPT,NFO
11151618,43561,BANKNIFTY2321638800CE,BANKNIFTY,0.0,2023-02-16,38800.0,0.05,25,CE,NFO-OPT,NFO
11151874,43562,BANKNIFTY2321638800PE,BANKNIFTY,0.0,2023-02-16,38800.0,0.05,25,PE,NFO-OPT,NFO
11152130,43563,BANKNIFTY2321638900CE,BANKNIFTY,0.0,2023-02-16,38900.0,0.05,25,CE,NFO-OPT,NFO
11153666,43569,BANKNIFTY2321638900PE,BANKNIFTY,0.0,2023-02-16,38900.0,0.05,25,PE,NFO-OPT,NFO
11153922,43570,BANKNIFTY2321639000CE,BANKNIFTY,0.0,2023-02-16,39000.0,0.05,25,CE,NFO-OPT,NFO
11154178,43571,BANKNIFTY2321639000PE,BANKNIFTY,0.0,2023-02-16,39000.0,0.05,25,PE,NFO-OPT,NFO
11155202,43575,BANKNIFTY2321639100CE,BANKNIFTY,0.0,2023-02-16,39100.0,0.05,25,CE,NFO-OPT,NFO
11155458,43576,BANKNIFTY2321639100PE,BANKNIFTY,0.0,2023-02-16,39100.0,0.05,25,PE,NFO-OPT,NFO
11155714,43577,BANKNIFTY2321639200CE,BANKNIFTY,0.0,2023-02-16,39200.0,0.05,25,CE,NFO-OPT,NFO
11156994,43582,BANKNIFTY2321639200PE,BANKNIFTY,0.0,2023-02-16,39200.0,0.05,25,PE,NFO-OPT,NFO
11157250,43583,BANKNIFTY2321639300CE,BANKNIFTY,0.0,2023-02-16,39300.0,0.05,25,CE,NFO-OPT,NFO
11158018,43586,BANKNIFTY2321639300PE,BANKNIFTY,0.0,2023-02-16,39300.0,0.05,25,PE,NFO-OPT,NFO
11158274,43587,BANKNIFTY2321639400CE,BANKNIFTY,0.0,2023-02-16,39400.0,0.05,25,CE,NFO-OPT,NFO
11159042,43590,BANKNIFTY2321639400PE,BANKNIFTY,0.0,2023-02-16,39400.0,0.05,25,PE,NFO-OPT,NFO
11159554,43592,BANKNIFTY2321639500CE,BANKNIFTY,0.0,2023-02-16,39500.0,0.05,25,CE,NFO-OPT,NFO
11160066,43594,BANKNIFTY2321639500PE,BANKNIFTY,0.0,2023-02-16,39500.0,0.05,25,PE,NFO-OPT,NFO
11160322,43595,BANKNIFTY2321639600CE,BANKNIFTY,0.0,2023-02-16,39600.0,0.05,25,CE,NFO-OPT,NFO
11160578,43596,BANKNIFTY2321639600PE,BANKNIFTY,0.0,2023-02-16,39600.0,0.05,25,PE,NFO-OPT,NFO
11160834,43597,BANKNIFTY2321639700CE,BANKNIFTY,0.0,2023-02-16,39700.0,0.05,25,CE,NFO-OPT,NFO
11161090,43598,BANKNIFTY2321639700PE,BANKNIFTY,0.0,2023-02-16,39700.0,0.05,25,PE,NFO-OPT,NFO
11161346,43599,BANKNIFTY2321639800CE,BANKNIFTY,0.0,2023-02-16,39800.0,0.05,25,CE,NFO-OPT,NFO
11161602,43600,BANKNIFTY2321639800PE,BANKNIFTY,0.0,2023-02-16,39800.0,0.05,25,PE,NFO-OPT,NFO
11161858,43601,BANKNIFTY2321639900CE,BANKNIFTY,0.0,2023-02-16,39900.0,0.05,25,CE,NFO-OPT,NFO
11162114,43602,BANKNIFTY2321639900PE,BANKNIFTY,0.0,2023-02-16,39900.0,0.05,25,PE,NFO-OPT,NFO
11162370,43603,BANKNIFTY2321640000CE,BANKNIFTY,0.0,2023-02-16,40000.0,0.05,25,CE,NFO-OPT,NFO
11162882,43605,BANKNIFTY2321640000PE,BANKNIFTY,0.0,2023-02-16,40000.0,0.05,25,PE,NFO-OPT,NFO
11163138,43606,BANKNIFTY2321640100CE,BANKNIFTY,0.0,2023-02-16,40100.0,0.05,25,CE,NFO-OPT,NFO
11163394,43607,BANKNIFTY2321640100PE,BANKNIFTY,0.0,2023-02-16,40100.0,0.05,25,PE,NFO-OPT,NFO
11163650,43608,BANKNIFTY2321640200CE,BANKNIFTY,0.0,2023-02-16,40200.0,0.05,25,CE,NFO-OPT,NFO
11167490,43623,BANKNIFTY2321640200PE,BANKNIFTY,0.0,2023-02-16,40200.0,0.05,25,PE,NFO-OPT,NFO
11167746,43624,BANKNIFTY2321640300CE,BANKNIFTY,0.0,2023-02-16,40300.0,0.05,25,CE,NFO-OPT,NFO
11168514,43627,BANKNIFTY2321640300PE,BANKNIFTY,0.0,2023-02-16,40300.0,0.05,25,PE,NFO-OPT,NFO
11168770,43628,BANKNIFTY2321640400CE,BANKNIFTY,0.0,2023-02-16,40400.0,0.05,25,CE,NFO-OPT,NFO
11169538,43631,BANKNIFTY2321640400PE,BANKNIFTY,0.0,2023-02-16,40400.0,0.05,25,PE,NFO-OPT,NFO
11170050,43633,BANKNIFTY2321640500CE,BANKNIFTY,0.0,2023-02-16,40500.0,0.05,25,CE,NFO-OPT,NFO
11170306,43634,BANKNIFTY2321640500PE,BANKNIFTY,0.0,2023-02-16,40500.0,0.05,25,PE,NFO-OPT,NFO
11170562,43635,BANKNIFTY2321640600CE,BANKNIFTY,0.0,2023-02-16,40600.0,0.05,25,CE,NFO-OPT,NFO
11170818,43636,BANKNIFTY2321640600PE,BANKNIFTY,0.0,2023-02-16,40600.0,0.05,25,PE,NFO-OPT,NFO
