instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
14934786,58339,NIFTY23FEB16550CE,NIFTY,0.0,2023-02-23,16550.0,0.05,50,CE,NFO-OPT,NFO
14935298,58341,NIFTY23FEB16550PE,NIFTY,0.0,2023-02-23,16550.0,0.05,50,PE,NFO-OPT,NFO
14936834,58347,NIFTY23FEB16600CE,NIFTY,0.0,2023-02-23,16600.0,0.05,50,CE,NFO-OPT,NFO
14937346,58349,NIFTY23FEB16600PE,NIFTY,0.0,2023-02-23,16600.0,0.05,50,PE,NFO-OPT,NFO
14937602,58350,NIFTY23FEB16650CE,NIFTY,0.0,2023-02-23,16650.0,0.05,50,CE,NFO-OPT,NFO
14937858,58351,NIFTY23FEB16650PE,NIFTY,0.0,2023-02-23,16650.0,0.05,50,PE,NFO-OPT,NFO
14939906,58359,NIFTY23FEB16700CE,NIFTY,0.0,2023-02-23,16700.0,0.05,50,CE,NFO-OPT,NFO
14940162,58360,NIFTY23FEB16700PE,NIFTY,0.0,2023-02-23,16700.0,0.05,50,PE,NFO-OPT,NFO
14940418,58361,NIFTY23FEB16750CE,NIFTY,0.0,2023-02-23,16750.0,0.05,50,CE,NFO-OPT,NFO
14940674,58362,NIFTY23FEB16750PE,NIFTY,0.0,2023-02-23,16750.0,0.05,50,PE,NFO-OPT,NFO
14941442,58365,NIFTY23FEB16800CE,NIFTY,0.0,2023-02-23,16800.0,0.05,50,CE,NFO-OPT,NFO
14941698,58366,NIFTY23FEB16800PE,NIFTY,0.0,2023-02-23,16800.0,0.05,50,PE,NFO-OPT,NFO
14941954,58367,NIFTY23FEB16850CE,NIFTY,0.0,2023-02-23,16850.0,0.05,50,CE,NFO-OPT,NFO
14942210,58368,NIFTY23FEB16850PE,NIFTY,0.0,2023-02-23,16850.0,0.05,50,PE,NFO-OPT,NFO
14942978,58371,NIFTY23FEB16900CE,NIFTY,0.0,2023-02-23,16900.0,0.05,50,CE,NFO-OPT,NFO
14943234,58372,NIFTY23FEB16900PE,NIFTY,0.0,2023-02-23,16900.0,0.05,50,PE,NFO-OPT,NFO
14943490,58373,NIFTY23FEB16950CE,NIFTY,0.0,2023-02-23,16950.0,0.05,50,CE,NFO-OPT,NFO
14944258,58376,NIFTY23FEB16950PE,NIFTY,0.0,2023-02-23,16950.0,0.05,50,PE,NFO-OPT,NFO
14944514,58377,NIFTY23FEB17000CE,NIFTY,0.0,2023-02-23,17000.0,0.05,50,CE,NFO-OPT,NFO
14944770,58378,NIFTY23FEB17000PE,NIFTY,0.0,2023-02-23,17000.0,0.05,50,PE,NFO-OPT,NFO
14945026,58379,NIFTY23FEB17050CE,NIFTY,0.0,2023-02-23,17050.0,0.05,50,CE,NFO-OPT,NFO
14945282,58380,NIFTY23FEB17050PE,NIFTY,0.0,2023-02-23,17050.0,0.05,50,PE,NFO-OPT,NFO
14945538,58381,NIFTY23FEB17100CE,NIFTY,0.0,2023-02-23,17100.0,0.05,50,CE,NFO-OPT,NFO
14945794,58382,NIFTY23FEB17100PE,NIFTY,0.0,2023-02-23,17100.0,0.05,50,PE,NFO-OPT,NFO
14946050,58383,NIFTY23FEB17150CE,NIFTY,0.0,2023-02-23,17150.0,0.05,50,CE,NFO-OPT,NFO
14946306,58384,NIFTY23FEB17150PE,NIFTY,0.0,2023-02-23,17150.0,0.05,50,PE,NFO-OPT,NFO
14946562,58385,NIFTY23FEB17200CE,NIFTY,0.0,2023-02-23,17200.0,0.05,50,CE,NFO-OPT,NFO
14948098,58391,NIFTY23FEB17200PE,NIFTY,0.0,2023-02-23,17200.0,0.05,50,PE,NFO-OPT,NFO
14948354,58392,NIFTY23FEB17250CE,NIFTY,0.0,2023-02-23,17250.0,0.05,50,CE,NFO-OPT,NFO
14949634,58397,NIFTY23FEB17250PE,NIFTY,0.0,2023-02-23,17250.0,0.05,50,PE,NFO-OPT,NFO
14950402,58400,NIFTY23FEB17300CE,NIFTY,0.0,2023-02-23,17300.0,0.05,50,CE,NFO-OPT,NFO
14951682,58405,NIFTY23FEB17300PE,NIFTY,0.0,2023-02-23,17300.0,0.05,50,PE,NFO-OPT,NFO
14951938,58406,NIFTY23FEB17350CE,NIFTY,0.0,2023-02-23,17350.0,0.05,50,CE,NFO-OPT,NFO
14952450,58408,NIFTY23FEB17350PE,NIFTY,0.0,2023-02-23,17350.0,0.05,50,PE,NFO-OPT,NFO
14953218,58411,NIFTY23FEB17400CE,NIFTY,0.0,2023-02-23,17400.0,0.05,50,CE,NFO-OPT,NFO
14953474,58412,NIFTY23FEB17400PE,NIFTY,0.0,2023-02-23,17400.0,0.05,50,PE,NFO-OPT,NFO
14953730,58413,NIFTY23FEB17450CE,NIFTY,0.0,2023-02-23,17450.0,0.05,50,CE,NFO-OPT,NFO
14953986,58414,NIFTY23FEB17450PE,NIFTY,0.0,2023-02-23,17450.0,0.05,50,PE,NFO-OPT,NFO
14954242,58415,NIFTY23FEB17500CE,NIFTY,0.0,2023-02-23,17500.0,0.05,50,CE,NFO-OPT,NFO
14954498,58416,NIFTY23FEB17500PE,NIFTY,0.0,2023-02-23,17500.0,0.05,50,PE,NFO-OPT,NFO
14954754,58417,NIFTY23FEB17550CE,NIFTY,0.0,2023-02-23,17550.0,0.05,50,CE,NFO-OPT,NFO
14955010,58418,NIFTY23FEB17550PE,NIFTY,0.0,2023-02-23,17550.0,0.05,50,PE,NFO-OPT,NFO
14956034,58422,NIFTY23FEB17600CE,NIFTY,0.0,2023-02-23,17600.0,0.05,50,CE,NFO-OPT,NFO
14956290,58423,NIFTY23FEB17600PE,NIFTY,0.0,2023-02-23,17600.0,0.05,50,PE,NFO-OPT,NFO
14956546,58424,NIFTY23FEB17650CE,NIFTY,0.0,2023-02-23,17650.0,0.05,50,CE,NFO-OPT,NFO
14956802,58425,NIFTY23FEB17650PE,NIFTY,0.0,2023-02-23,17650.0,0.05,50,PE,NFO-OPT,NFO
14957570,58428,NIFTY23FEB17700CE,NIFTY,0.0,2023-02-23,17700.0,0.05,50,CE,NFO-OPT,NFO
14957826,58429,NIFTY23FEB17700PE,NIFTY,0.0,2023-02-23,17700.0,0.05,50,PE,NFO-OPT,NFO
14958082,58430,NIFTY23FEB17750CE,NIFTY,0.0,2023-02-23,17750.0,0.05,50,CE,NFO-OPT,NFO
14961410,58443,NIFTY23FEB17750PE,NIFTY,0.0,2023-02-23,17750.0,0.05,50,PE,NFO-OPT,NFO
14961666,58444,NIFTY23FEB17800CE,NIFTY,0.0,2023-02-23,17800.0,0.05,50,CE,NFO-OPT,NFO
14961922,58445,NIFTY23FEB17800PE,NIFTY,0.0,2023-02-23,17800.0,0.05,50,PE,NFO-OPT,NFO
14962178,58446,NIFTY23FEB17850CE,NIFTY,0.0,2023-02-23,17850.0,0.05,50,CE,NFO-OPT,NFO
14962434,58447,NIFTY23FEB17850PE,NIFTY,0.0,2023-02-23,17850.0,0.05,50,PE,NFO-OPT,NFO
14962690,58448,NIFTY23FEB17900CE,NIFTY,0.0,2023-02-23,17900.0,0.05,50,CE,NFO-OPT,NFO
14962946,58449,NIFTY23FEB17900PE,NIFTY,0.0,2023-02-23,17900.0,0.05,50,PE,NFO-OPT,NFO
14963202,58450,NIFTY23FEB17950CE,NIFTY,0.0,2023-02-23,17950.0,0.05,50,CE,NFO-OPT,NFO
14963458,58451,NIFTY23FEB17950PE,NIFTY,0.0,2023-02-23,17950.0,0.05,50,PE,NFO-OPT,NFO
14963714,58452,NIFTY23FEB18000CE,NIFTY,0.0,2023-02-23,18000.0,0.05,50,CE,NFO-OPT,NFO
14964482,58455,NIFTY23FEB18000PE,NIFTY,0.0,2023-02-23,18000.0,0.05,50,PE,NFO-OPT,NFO
14965762,58460,NIFTY23FEB18050CE,NIFTY,0.0,2023-02-23,18050.0,0.05,50,CE,NFO-OPT,NFO
14966018,58461,NIFTY23FEB18050PE,NIFTY,0.0,2023-02-23,18050.0,0.05,50,PE,NFO-OPT,NFO
14966274,58462,NIFTY23FEB18100CE,NIFTY,0.0,2023-02-23,18100.0,0.05,50,CE,NFO-OPT,NFO
14966530,58463,NIFTY23FEB18100PE,NIFTY,0.0,2023-02-23,18100.0,0.05,50,PE,NFO-OPT,NFO
14966786,58464,NIFTY23FEB18150CE,NIFTY,0.0,2023-02-23,18150.0,0.05,50,CE,NFO-OPT,NFO
14967042,58465,NIFTY23FEB18150PE,NIFTY,0.0,2023-02-23,18150.0,0.05,50,PE,NFO-OPT,NFO
14967298,58466,NIFTY23FEB18200CE,NIFTY,0.0,2023-02-23,18200.0,0.05,50,CE,NFO-OPT,NFO
14967554,58467,NIFTY23FEB18200PE,NIFTY,0.0,2023-02-23,18200.0,0.05,50,PE,NFO-OPT,NFO
14967810,58468,NIFTY23FEB18250CE,NIFTY,0.0,2023-02-23,18250.0,0.05,50,CE,NFO-OPT,NFO
14968066,58469,NIFTY23FEB18250PE,NIFTY,0.0,2023-02-23,18250.0,0.05,50,PE,NFO-OPT,NFO
14968834,58472,NIFTY23FEB18300CE,NIFTY,0.0,2023-02-23,18300.0,0.05,50,CE,NFO-OPT,NFO
14969090,58473,NIFTY23FEB18300PE,NIFTY,0.0,2023-02-23,18300.0,0.05,50,PE,NFO-OPT,NFO
14969346,58474,NIFTY23FEB18350CE,NIFTY,0.0,2023-02-23,18350.0,0.05,50,CE,NFO-OPT,NFO
14969602,58475,NIFTY23FEB18350PE,NIFTY,0.0,2023-02-23,18350.0,0.05,50,PE,NFO-OPT,NFO
14969858,58476,NIFTY23FEB18400CE,NIFTY,0.0,2023-02-23,18400.0,0.05,50,CE,NFO-OPT,NFO
14970114,58477,NIFTY23FEB18400PE,NIFTY,0.0,2023-02-23,18400.0,0.05,50,PE,NFO-OPT,NFO
14970370,58478,NIFTY23FEB18450CE,NIFTY,0.0,2023-02-23,18450.0,0.05,50,CE,NFO-OPT,NFO
14970626,58479,NIFTY23FEB18450PE,NIFTY,0.0,2023-02-23,18450.0,0.05,50,PE,NFO-OPT,NFO
14971394,58482,NIFTY23FEB18500CE,NIFTY,0.0,2023-02-23,18500.0,0.05,50,CE,NFO-OPT,NFO
14971650,58483,NIFTY23FEB18500PE,NIFTY,0.0,2023-02-23,18500.0,0.05,50,PE,NFO-OPT,NFO
14971906,58484,NIFTY23FEB18550CE,NIFTY,0.0,2023-02-23,18550.0,0.05,50,CE,NFO-OPT,NFO
14972162,58485,NIFTY23FEB18550PE,NIFTY,0.0,2023-02-23,18550.0,0.05,50,PE,NFO-OPT,NFO
14972418,58486,NIFTY23FEB18600CE,NIFTY,0.0,2023-02-23,18600.0,0.05,50,CE,NFO-OPT,NFO
14972674,58487,NIFTY23FEB18600PE,NIFTY,0.0,2023-02-23,18600.0,0.05,50,PE,NFO-OPT,NFO
14972930,58488,NIFTY23FEB18650CE,NIFTY,0.0,2023-02-23,18650.0,0.05,50,CE,NFO-OPT,NFO
14974210,58493,NIFTY23FEB18650PE,NIFTY,0.0,2023-02-23,18650.0,0.05,50,PE,NFO-OPT,NFO
14974466,58494,NIFTY23FEB18700CE,NIFTY,0.0,2023-02-23,18700.0,0.05,50,CE,NFO-OPT,NFO
14975234,58497,NIFTY23FEB18700PE,NIFTY,0.0,2023-02-23,18700.0,0.05,50,PE,NFO-OPT,NFO
14976002,58500,NIFTY23FEB18750CE,NIFTY,0.0,2023-02-23,18750.0,0.05,50,CE,NFO-OPT,NFO
14976258,58501,NIFTY23FEB18750PE,NIFTY,0.0,2023-02-23,18750.0,0.05,50,PE,NFO-OPT,NFO
14977026,58504,NIFTY23FEB18800CE,NIFTY,0.0,2023-02-23,18800.0,0.05,50,CE,NFO-OPT,NFO
14977282,58505,NIFTY23FEB18800PE,NIFTY,0.0,2023-02-23,18800.0,0.05,50,PE,NFO-OPT,NFO
14977538,58506,NIFTY23FEB18850CE,NIFTY,0.0,2023-02-23,18850.0,0.05,50,CE,NFO-OPT,NFO
14977794,58507,NIFTY23FEB18850PE,NIFTY,0.0,2023-02-23,18850.0,0.05,50,PE,NFO-OPT,NFO
14978050,58508,NIFTY23FEB18900CE,NIFTY,0.0,2023-02-23,18900.0,0.05,50,CE,NFO-OPT,NFO
14979330,58513,NIFTY23FEB18900PE,NIFTY,0.0,2023-02-23,18900.0,0.05,50,PE,NFO-OPT,NFO
14979586,58514,NIFTY23FEB18950CE,NIFTY,0.0,2023-02-23,18950.0,0.05,50,CE,NFO-OPT,NFO
14979842,58515,NIFTY23FEB18950PE,NIFTY,0.0,2023-02-23,18950.0,0.05,50,PE,NFO-OPT,NFO
14980098,58516,NIFTY23FEB19000CE,NIFTY,0.0,2023-02-23,19000.0,0.05,50,CE,NFO-OPT,NFO
14980354,58517,NIFTY23FEB19000PE,NIFTY,0.0,2023-02-23,19000.0,0.05,50,PE,NFO-OPT,NFO
14980610,58518,NIFTY23FEB19050CE,NIFTY,0.0,2023-02-23,19050.0,0.05,50,CE,NFO-OPT,NFO
14980866,58519,NIFTY23FEB19050PE,NIFTY,0.0,2023-02-23,19050.0,0.05,50,PE,NFO-OPT,NFO
14994946,58574,NIFTY23FEB19100CE,NIFTY,0.0,2023-02-23,19100.0,0.05,50,CE,NFO-OPT,NFO
14995202,58575,NIFTY23FEB19100PE,NIFTY,0.0,2023-02-23,19100.0,0.05,50,PE,NFO-OPT,NFO
14995458,58576,NIFTY23FEB19150CE,NIFTY,0.0,2023-02-23,19150.0,0.05,50,CE,NFO-OPT,NFO
14995714,58577,NIFTY23FEB19150PE,NIFTY,0.0,2023-02-23,19150.0,0.05,50,PE,NFO-OPT,NFO
14995970,58578,NIFTY23FEB19200CE,NIFTY,0.0,2023-02-23,19200.0,0.05,50,CE,NFO-OPT,NFO
14996226,58579,NIFTY23FEB19200PE,NIFTY,0.0,2023-02-23,19200.0,0.05,50,PE,NFO-OPT,NFO
14996482,58580,NIFTY23FEB19250CE,NIFTY,0.0,2023-02-23,19250.0,0.05,50,CE,NFO-OPT,NFO
14996738,58581,NIFTY23FEB19250PE,NIFTY,0.0,2023-02-23,19250.0,0.05,50,PE,NFO-OPT,NFO
14996994,58582,NIFTY23FEB19300CE,NIFTY,0.0,2023-02-23,19300.0,0.05,50,CE,NFO-OPT,NFO
14997250,58583,NIFTY23FEB19300PE,NIFTY,0.0,2023-02-23,19300.0,0.05,50,PE,NFO-OPT,NFO
14997506,58584,NIFTY23FEB19350CE,NIFTY,0.0,2023-02-23,19350.0,0.05,50,CE,NFO-OPT,NFO
14997762,58585,NIFTY23FEB19350PE,NIFTY,0.0,2023-02-23,19350.0,0.05,50,PE,NFO-OPT,NFO
14998018,58586,NIFTY23FEB19400CE,NIFTY,0.0,2023-02-23,19400.0,0.05,50,CE,NFO-OPT,NFO
14998274,58587,NIFTY23FEB19400PE,NIFTY,0.0,2023-02-23,19400.0,0.05,50,PE,NFO-OPT,NFO
14998530,58588,NIFTY23FEB19450CE,NIFTY,0.0,2023-02-23,19450.0,0.05,50,CE,NFO-OPT,NFO
14998786,58589,NIFTY23FEB19450PE,NIFTY,0.0,2023-02-23,19450.0,0.05,50,PE,NFO-OPT,NFO
14999042,58590,NIFTY23FEB19500CE,NIFTY,0.0,2023-02-23,19500.0,0.05,50,CE,NFO-OPT,NFO
15014402,58650,NIFTY23FEB19500PE,NIFTY,0.0,2023-02-23,19500.0,0.05,50,PE,NFO-OPT,NFO
15014658,58651,NIFTY23FEB19550CE,NIFTY,0.0,2023-02-23,19550.0,0.05,50,CE,NFO-OPT,NFO
15014914,58652,NIFTY23FEB19550PE,NIFTY,0.0,2023-02-23,19550.0,0.05,50,PE,NFO-OPT,NFO
15015170,58653,NIFTY23FEB19600CE,NIFTY,0.0,2023-02-23,19600.0,0.05,50,CE,NFO-OPT,NFO
15015426,58654,NIFTY23FEB19600PE,NIFTY,0.0,2023-02-23,19600.0,0.05,50,PE,NFO-OPT,NFO
15015682,58655,NIFTY23FEB19650CE,NIFTY,0.0,2023-02-23,19650.0,0.05,50,CE,NFO-OPT,NFO
15015938,58656,NIFTY23FEB19650PE,NIFTY,0.0,2023-02-23,19650.0,0.05,50,PE,NFO-OPT,NFO
15016194,58657,NIFTY23FEB19700CE,NIFTY,0.0,2023-02-23,19700.0,0.05,50,CE,NFO-OPT,NFO
15016450,58658,NIFTY23FEB19700PE,NIFTY,0.0,2023-02-23,19700.0,0.05,50,PE,NFO-OPT,NFO
15016706,58659,NIFTY23FEB19750CE,NIFTY,0.0,2023-02-23,19750.0,0.05,50,CE,NFO-OPT,NFO
15016962,58660,NIFTY23FEB19750PE,NIFTY,0.0,2023-02-23,19750.0,0.05,50,PE,NFO-OPT,NFO
15017218,58661,NIFTY23FEB19800CE,NIFTY,0.0,2023-02-23,19800.0,0.05,50,CE,NFO-OPT,NFO
15017474,58662,NIFTY23FEB19800PE,NIFTY,0.0,2023-02-23,19800.0,0.05,50,PE,NFO-OPT,NFO
15017730,58663,NIFTY23FEB19850CE,NIFTY,0.0,2023-02-23,19850.0,0.05,50,CE,NFO-OPT,NFO
15017986,58664,NIFTY23FEB19850PE,NIFTY,0.0,2023-02-23,19850.0,0.05,50,PE,NFO-OPT,NFO
15018242,58665,NIFTY23FEB19900CE,NIFTY,0.0,2023-02-23,19900.0,0.05,50,CE,NFO-OPT,NFO
15018498,58666,NIFTY23FEB19900PE,NIFTY,0.0,2023-02-23,19900.0,0.05,50,PE,NFO-OPT,NFO
15018754,58667,NIFTY23FEB19950CE,NIFTY,0.0,2023-02-23,19950.0,0.05,50,CE,NFO-OPT,NFO
15019010,58668,NIFTY23FEB19950PE,NIFTY,0.0,2023-02-23,19950.0,0.05,50,PE,NFO-OPT,NFO
15019266,58669,NIFTY23FEB20000CE,NIFTY,0.0,2023-02-23,20000.0,0.05,50,CE,NFO-OPT,NFO
15019522,58670,NIFTY23FEB20000PE,NIFTY,0.0,2023-02-23,20000.0,0.05,50,PE,NFO-OPT,NFO
15019778,58671,NIFTY23FEB20050CE,NIFTY,0.0,2023-02-23,20050.0,0.05,50,CE,NFO-OPT,NFO
15020034,58672,NIFTY23FEB20050PE,NIFTY,0.0,2023-02-23,20050.0,0.05,50,PE,NFO-OPT,NFO
15020290,58673,NIFTY23FEB20100CE,NIFTY,0.0,2023-02-23,20100.0,0.05,50,CE,NFO-OPT,NFO
15020546,58674,NIFTY23FEB20100PE,NIFTY,0.0,2023-02-23,20100.0,0.05,50,PE,NFO-OPT,NFO
15020802,58675,NIFTY23FEB20150CE,NIFTY,0.0,2023-02-23,20150.0,0.05,50,CE,NFO-OPT,NFO
15021058,58676,NIFTY23FEB20150PE,NIFTY,0.0,2023-02-23,20150.0,0.05,50,PE,NFO-OPT,NFO
15021314,58677,NIFTY23FEB20200CE,NIFTY,0.0,2023-02-23,20200.0,0.05,50,CE,NFO-OPT,NFO
15021570,58678,NIFTY23FEB20200PE,NIFTY,0.0,2023-02-23,20200.0,0.05,50,PE,NFO-OPT,NFO
15021826,58679,NIFTY23FEB20250CE,NIFTY,0.0,2023-02-23,20250.0,0.05,50,CE,NFO-OPT,NFO
15022082,58680,NIFTY23FEB20250PE,NIFTY,0.0,2023-02-23,20250.0,0.05,50,PE,NFO-OPT,NFO
15022338,58681,NIFTY23FEB20300CE,NIFTY,0.0,2023-02-23,20300.0,0.05,50,CE,NFO-OPT,NFO
15022594,58682,NIFTY23FEB20300PE,NIFTY,0.0,2023-02-23,20300.0,0.05,50,PE,NFO-OPT,NFO
12481794,48757,NIFTY23FEBFUT,NIFTY,0.0,2023-02-23,0.0,0.05,50,FUT,NFO-FUT,NFO
14795010,57793,BANKNIFTY23FEB35500CE,BANKNIFTY,0.0,2023-02-23,35500.0,0.05,25,CE,NFO-OPT,NFO
14795266,57794,BANKNIFTY23FEB35500PE,BANKNIFTY,0.0,2023-02-23,35500.0,0.05,25,PE,NFO-OPT,NFO
14795522,57795,BANKNIFTY23FEB36000CE,BANKNIFTY,0.0,2023-02-23,36000.0,0.05,25,CE,NFO-OPT,NFO
14795778,57796,BANKNIFTY23FEB36000PE,BANKNIFTY,0.0,2023-02-23,36000.0,0.05,25,PE,NFO-OPT,NFO
14796034,57797,BANKNIFTY23FEB36500CE,BANKNIFTY,0.0,2023-02-23,36500.0,0.05,25,CE,NFO-OPT,NFO
14796290,57798,BANKNIFTY23FEB36500PE,BANKNIFTY,0.0,2023-02-23,36500.0,0.05,25,PE,NFO-OPT,NFO
14796546,57799,BANKNIFTY23FEB37000CE,BANKNIFTY,0.0,2023-02-23,37000.0,0.05,25,CE,NFO-OPT,NFO
14796802,57800,BANKNIFTY23FEB37000PE,BANKNIFTY,0.0,2023-02-23,37000.0,0.05,25,PE,NFO-OPT,NFO
14797058,57801,BANKNIFTY23FEB37500CE,BANKNIFTY,0.0,2023-02-23,37500.0,0.05,25,CE,NFO-OPT,NFO
14797314,57802,BANKNIFTY23FEB37500PE,BANKNIFTY,0.0,2023-02-23,37500.0,0.05,25,PE,NFO-OPT,NFO
13606146,53149,BANKNIFTY23FEB37600CE,BANKNIFTY,0.0,2023-02-23,37600.0,0.05,25,CE,NFO-OPT,NFO
13606402,53150,BANKNIFTY23FEB37600PE,BANKNIFTY,0.0,2023-02-23,37600.0,0.05,25,PE,NFO-OPT,NFO
12770306,49884,BANKNIFTY23FEB37700CE,BANKNIFTY,0.0,2023-02-23,37700.0,0.05,25,CE,NFO-OPT,NFO
12770562,49885,BANKNIFTY23FEB37700PE,BANKNIFTY,0.0,2023-02-23,37700.0,0.05,25,PE,NFO-OPT,NFO
12770818,49886,BANKNIFTY23FEB37800CE,BANKNIFTY,0.0,2023-02-23,37800.0,0.05,25,CE,NFO-OPT,NFO
12771074,49887,BANKNIFTY23FEB37800PE,BANKNIFTY,0.0,2023-02-23,37800.0,0.05,25,PE,NFO-OPT,NFO
12771330,49888,BANKNIFTY23FEB37900CE,BANKNIFTY,0.0,2023-02-23,37900.0,0.05,25,CE,NFO-OPT,NFO
12771586,49889,BANKNIFTY23FEB37900PE,BANKNIFTY,0.0,2023-02-23,37900.0,0.05,25,PE,NFO-OPT,NFO
14797570,57803,BANKNIFTY23FEB38000CE,BANKNIFTY,0.0,2023-02-23,38000.0,0.05,25,CE,NFO-OPT,NFO
14797826,57804,BANKNIFTY23FEB38000PE,BANKNIFTY,0.0,2023-02-23,38000.0,0.05,25,PE,NFO-OPT,NFO
12771842,49890,BANKNIFTY23FEB38100CE,BANKNIFTY,0.0,2023-02-23,38100.0,0.05,25,CE,NFO-OPT,NFO
12772098,49891,BANKNIFTY23FEB38100PE,BANKNIFTY,0.0,2023-02-23,38100.0,0.05,25,PE,NFO-OPT,NFO
12772354,49892,BANKNIFTY23FEB38200CE,BANKNIFTY,0.0,2023-02-23,38200.0,0.05,25,CE,NFO-OPT,NFO
12772610,49893,BANKNIFTY23FEB38200PE,BANKNIFTY,0.0,2023-02-23,38200.0,0.05,25,PE,NFO-OPT,NFO
12772866,49894,BANKNIFTY23FEB38300CE,BANKNIFTY,0.0,2023-02-23,38300.0,0.05,25,CE,NFO-OPT,NFO
12773122,49895,BANKNIFTY23FEB38300PE,BANKNIFTY,0.0,2023-02-23,38300.0,0.05,25,PE,NFO-OPT,NFO
12690434,49572,BANKNIFTY23FEB38400CE,BANKNIFTY,0.0,2023-02-23,38400.0,0.05,25,CE,NFO-OPT,NFO
12690690,49573,BANKNIFTY23FEB38400PE,BANKNIFTY,0.0,2023-02-23,38400.0,0.05,25,PE,NFO-OPT,NFO
14798082,57805,BANKNIFTY23FEB38500CE,BANKNIFTY,0.0,2023-02-23,38500.0,0.05,25,CE,NFO-OPT,NFO
14798338,57806,BANKNIFTY23FEB38500PE,BANKNIFTY,0.0,2023-02-23,38500.0,0.05,25,PE,NFO-OPT,NFO
11411970,44578,BANKNIFTY23FEB38600CE,BANKNIFTY,0.0,2023-02-23,38600.0,0.05,25,CE,NFO-OPT,NFO
11412226,44579,BANKNIFTY23FEB38600PE,BANKNIFTY,0.0,2023-02-23,38600.0,0.05,25,PE,NFO-OPT,NFO
11412994,44582,BANKNIFTY23FEB38700CE,BANKNIFTY,0.0,2023-02-23,38700.0,0.05,25,CE,NFO-OPT,NFO
11413506,44584,BANKNIFTY23FEB38700PE,BANKNIFTY,0.0,2023-02-23,38700.0,0.05,25,PE,NFO-OPT,NFO
11809026,46129,BANKNIFTY23FEB38800CE,BANKNIFTY,0.0,2023-02-23,38800.0,0.05,25,CE,NFO-OPT,NFO
11809282,46130,BANKNIFTY23FEB38800PE,BANKNIFTY,0.0,2023-02-23,38800.0,0.05,25,PE,NFO-OPT,NFO
11810050,46133,BANKNIFTY23FEB38900CE,BANKNIFTY,0.0,2023-02-23,38900.0,0.05,25,CE,NFO-OPT,NFO
11810306,46134,BANKNIFTY23FEB38900PE,BANKNIFTY,0.0,2023-02-23,38900.0,0.05,25,PE,NFO-OPT,NFO
14798594,57807,BANKNIFTY23FEB39000CE,BANKNIFTY,0.0,2023-02-23,39000.0,0.05,25,CE,NFO-OPT,NFO
14798850,57808,BANKNIFTY23FEB39000PE,BANKNIFTY,0.0,2023-02-23,39000.0,0.05,25,PE,NFO-OPT,NFO
14799106,57809,BANKNIFTY23FEB39100CE,BANKNIFTY,0.0,2023-02-23,39100.0,0.05,25,CE,NFO-OPT,NFO
14799362,57810,BANKNIFTY23FEB39100PE,BANKNIFTY,0.0,2023-02-23,39100.0,0.05,25,PE,NFO-OPT,NFO
